TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
5121;99969947;103850008; -0,3 + -52; 38,5 +   8;Coburg, W 13 - Lauscha (Thuer), Gl 2;Coburg - Lauscha
5122;99959952;101770010; -0,4 + -47; 17,7 +  10;Coburg, W 14 - Bad Rodach, Gl 1;Coburg - Bad Rodach
5123;99939939;100800095; -0,6 + -60;  8,0 +  95;Creidlitz, W 3 - Rossach, G-Bahn;Creidlitz - Rossach
5124;99959925;103000005; -0,4 + -74; 30,0 +   5;Ebersdorf (b Coburg) - Neustadt (b Coburg);Ebersdorf - Neustadt
5125;100000000;100250062;  0,0 +   0;  2,5 +  62;Switch Weißenbrunn am Forst, W 61 - Creidlitz, W 13;Switch Weißenbrunn - Creidlitz
5126;100000000;100140062;  0,0 +   0;  1,4 +  62;Switch Herzogsweg, W 1 - Switch Esbacher See, W 55;Switch Herzogsweg - Esbacher See
5200;100000000;108930026;  0,0 +   0; 89,3 +  26;Wuerzburg Main-St. - Aschaffenburg Main-St.;Wuerzburg - Aschaffenburg
5201;99939960;100730009; -0,6 + -39;  7,3 +   9;Wuerzburg Main-St., W 76 - Veitshoechheim, W 17;Wuerzburg - Veitshoechheim
5202;100160034;100370025;  1,6 +  34;  3,7 +  25;Wuerzburg Main-St., W 551 - Wuerzburg Neuer Hafen (Glan), Gl 134, H-Bahn;Wuerzburg Main-St. - Neuer Hafen
5203;100010073;101100050;  0,1 +  73; 11,0 +  50;Seligenstadt (b Wuerzburg) - Volkach (Main);Seligenstadt - Volkach
5204;99939955;103620062; -0,6 + -44; 36,2 +  62;Ochsenfurt, W 8 - Schaeftersheim, G-Bahn;Ochsenfurt - Schaeftersheim
5205;99979965;100630047; -0,2 + -34;  6,3 +  47;Bieberehren - Creglingen;Bieberehren - Creglingen
5206;99969976;100270080; -0,3 + -23;  2,7 +  80;Ochsenfurt, W 24 - Mainlaende;Ochsenfurt - Mainlaende
5207;100000028;100260012;  0,0 +  28;  2,6 +  12;Marktbreit, Gl 301 - Mainlaende;Marktbreit - Mainlaende
5208;100000000;102630014;  0,0 +   0; 26,3 +  14;Rottendorf - Iphofen  (Planning Title);Rottendorf - Iphofen
5209;108680073;109500075; 86,8 +  73; 95,0 +  75;Rottendorf, W 38 - Wuerzburg Main-St., W 375, Nordgleis;Rottendorf - Wuerzburg
5210;100130084;104720038;  1,3 +  84; 47,2 +  38;Gemuenden (Main), W 279 - Bad Kissingen, Gl 16;Gemuenden - Bad Kissingen
5211;100060072;103170065;  0,6 +  72; 31,7 +  65;Jossa, W 1 - Wildflecken, Gl 1;Jossa - Wildflecken
5212;100000000;100100043;  0,0 +   0;  1,0 +  43;Gemuenden Zollberg, W 291 - Langenprozelten, W 401;Zollberg - Langenprozelten
5213;100040021;103680040;  0,4 +  21; 36,8 +  40;Lohr Bahnhof, W 31 - Wertheim;Lohr - Wertheim
5214;100080030;100300061;  0,8 +  30;  3,0 +  61;Burgsinn, W 625 - Burgsinn Bbf;Burgsinn - Bbf
5215;100000000;100160088;  0,0 +   0;  1,6 +  88;Burgsinn Bbf - Switch Rieneck Sinnberg, W 682;Burgsinn Bbf - Sinnberg
5216;100000000;101070040;  0,0 +   0; 10,7 +  40;Switch Nantenbach, W 211 - Rohrbach, W 810;Nantenbach - Rohrbach
5217;100310016;100690090;  3,1 +  16;  6,9 +  90;Wuerzburg Rbf Zell, W 535 - Wuerzburg Rbf;Wuerzburg Rbf Zell - WÜ Rbf
5220;99969981;103700004; -0,3 + -18; 37,0 +   4;Aschaffenburg Main-St., W 240 - Miltenberg, Gl 103;Aschaffenburg - Miltenberg
5221;100000000;100240000;  0,0 +   0;  2,4 +   0;Aschaffenburg-Goldbach - Aschaffenburg South;Aschaffenburg-Goldbach - Sued
5222;99979946;103010039; -0,2 + -53; 30,1 +  39;Aschaffenburg Sued, W 702 - Hoechst (Odenw), W 1;Aschaffenburg South - Hoechst
5223;103700017;104930081; 37,0 +  17; 49,3 +  81;Miltenberg, W 1 - Schneeberg, Streckenwechsel 5223/4124;Miltenberg - Schneeberg
5224;100040025;103280002;  0,4 +  25; 32,8 +   2;Miltenberg - Wertheim;Miltenberg - Wertheim
5225;100000000;100800060;  0,0 +   0;  8,0 +  60;former Track - Laufach - Neuhuetten (Planning Title);former Track 5225
5226;99969947;101700080; -0,3 + -52; 17,0 +  80;Obernburg-Elsenfeld - Heimbuchenthal;Obernburg - Heimbuchenthal
5227;100000000;100110004;  0,0 +   0;  1,1 +   4;Switch Mainaschaff, W 906 - Switch Mainaschaff Steinerts, W 901;Switch Mainaschaff - Steinerts
5228;100000000;100350037;  0,0 +   0;  3,5 +  37;Aschaffenburg Main-St., W 602 - Aschaffenburg Main-St., W 274;Aschaffenb. Main-St., W 602 - W 274
5230;99939947;103940035; -0,6 + -52; 39,4 +  35;Waigolshausen, W 6 - Gemuenden (Main), W 111;Waigolshausen - Gemuenden
5231;100000000;105030098;  0,0 +   0; 50,3 +  98;Kitzingen - Schweinfurt Main-St., W 120, G-Bahn;Kitzingen - Schweinfurt
5232;99949955;101560004; -0,5 + -44; 15,6 +   4;Haßfurt, W 25 - Hofheim (Unterfr), Gl 2;Haßfurt - Hofheim
5233;99959948;100800099; -0,4 + -51;  8,0 +  99;Ebenhausen (Unterfr), W 802 - Bad Kissingen, W 1;Ebenhausen - Bad Kissingen
5234;99939904;100160034; -0,6 + -95;  1,6 +  34;Kitzingen, W 46 - Kitzingen Mainlaende;Kitzingen, W 46 - Mainlaende
5235;100130085;100320065;  1,3 +  85;  3,2 +  65;former Track - Kitzingen Mainlaende, W 111 - Gl 202;former Track 5235
5236;100000000;100050005;  0,0 +   0;  0,5 +   5;Schweinfurt, W 200 - Mainlaende (Glan), H-Bahn;Schweinfurt W200 - Mainlaende
5240;99949980;107780037; -0,5 + -19; 77,8 +  37;Schweinfurt Main-St., W 33 - Meiningen, Gl. 1b;Schweinfurt - Meiningen
5241;99959969;102330025; -0,4 + -30; 23,3 +  25;Bad Neustadt (Saale) - Bad Koenigshofen im Grabfeld;Bad Neustadt - Bad Koenigshofen
5242;99969908;101900097; -0,3 + -91; 19,0 +  97;Bad Neustadt (Saale) - Bischofsheim (Rhoen);Bad Neustadt - Bischofsheim
5243;99979945;101850052; -0,2 + -54; 18,5 +  52;Mellrichstadt Bahnhof - Fladungen;Mellrichstadt - Fladungen
5250;99949922;101370039; -0,5 + -77; 13,7 +  39;Steinach (b Rothenburg o d Tauber), W 35 - Bad Windsheim;Steinach - Bad Windsheim
5251;99939986;103670000; -0,6 + -13; 36,7 +   0;Steinach (b Rothenburg o d Tauber), W 32 - Dombuehl;Steinach - Dombuehl
5252;99959921;102290018; -0,4 + -78; 22,9 +  18;Leutershausen-Wiedersbach - Bechhofen;Leutershausen - Bechhofen
5253;99969902;101170085; -0,3 + -97; 11,7 +  85;Wicklesgreuth, W 21 - Windsbach;Wicklesgreuth - Windsbach
5300;99959935;107030041; -0,4 + -64; 70,3 +  41;Augsburg Main-St., W 603 - Noerdlingen, W 208;Augsburg - Noerdlingen
5301;100460064;102520035;  4,6 +  64; 25,2 +  35;Augsburg Hirblinger Straße - Welden;Augsburg - Welden
5302;100000000;108550034;  0,0 +   0; 85,5 +  34;Augsburg Main-St. - Ulm Main-St., W 267;Augsburg - Ulm
5303;100160048;100680039;  1,6 +  48;  6,8 +  39;Augsburg-Oberhausen, W 976 - Westheim (Schwab), W 495;Augsburg-Oberhausen - Westheim
5304;99959964;103980096; -0,4 + -35; 39,8 +  96;Augsburg Main-St., W 652 - Buchloe;Augsburg - Buchloe
5305;99939991;100470057; -0,6 +  -8;  4,7 +  57;Augsburg Main-St., W 910 - Augsburg Hirblinger Straße, W 277;Augsburg Main-St. - Hirblinger Str.
5306;99969958;100140031; -0,3 + -41;  1,4 +  31;Augsburg Main-St., W 903 - Augsburg-Oberhausen, W 972;Augsburg Main-St. - Oberhausen
5307;101640039;101740070; 16,4 +  39; 17,4 +  70;Meitingen Stahlwerk, W 203 - Herbertshofen South;Meit. Stahlw. - Herbertsh. Sued
5308;100000000;100100097;  0,0 +   0;  1,0 +  97;Augsburg Morellstraße, W 936 - Augsburg Bbf South;Augsburg Morellstr. - Bbf Sued
5309;100000000;100130005;  0,0 +   0;  1,3 +   5;Augsburg Main-St., W 130 - Augsburg Morellstraße, W 935;Augsburg Main-St. - Morellstraße
5310;99939931;103450046; -0,6 + -68; 34,5 +  46;Donauwoerth, W 2 - Treuchtlingen;Donauwoerth - Treuchtlingen
5311;99969908;101690074; -0,3 + -91; 16,9 +  74;Mertingen Bahnhof, W 808 - Wertingen, Gl 3, G-Bahn;Mertingen - Wertingen
5320;100000000;106230071;  0,0 +   0; 62,3 +  71;Treuchtlingen - Nuernberg Main-St., W 44;Treuchtlingen - Nuernberg
5321;100000000;114020041;  0,0 +   0;140,2 +  41;Treuchtlingen - Wuerzburg Main-St.;Treuchtlingen - Wuerzburg
5322;99989951;102100045; -0,1 + -48; 21,0 +  45;Dollnstein - Rennertshofen, G-Bahn;Dollnstein - Rennertshofen
5323;99929938;103530058; -0,7 + -61; 35,3 +  58;Eichstaett Bahnhof, W 8 - Kinding;Eichstaett - Kinding
5330;100010030;105660047;  0,1 +  30; 56,6 +  47;Noerdlingen, W 207 - Pleinfeld, W 25;Noerdlingen - Pleinfeld
5331;100020050;105440041;  0,2 +  50; 54,4 +  41;Noerdlingen, W 211 - Dombuehl, W 733, G-Bahn;Noerdlingen - Dombuehl
5332;100110022;101740034;  1,1 +  22; 17,4 +  34;Noerdlingen, W 229 - Wemding;Noerdlingen - Wemding
5340;99959959;104260024; -0,4 + -40; 42,6 +  24;Gessertshausen, W 106 - Tuerkheim (Bay) Bahnhof, W 523;Gessertshausen - Tuerkheim
5341;99989931;101400084; -0,1 + -68; 14,0 +  84;Dinkelscherben, W 25 - Thannhausen (Schwab), G-Bahn;Dinkelscherben - Thannhausen
5350;99969922;100980023; -0,3 + -77;  9,8 +  23;Senden, W 32 - Weißenhorn, Gl 2;Senden - Weißenhorn
5351;99929958;105540078; -0,7 + -41; 55,4 +  78;Guenzburg, W 5 - Mindelheim, W 20;Guenzburg - Mindelheim
5352;100000000;100910057;  0,0 +   0;  9,1 +  57;Gundelfingen (Bay) - Sontheim-Brenz, W 1, G-Bahn;Gundelfingen - Sontheim-Brenz
5360;100000000;104660002;  0,0 +   0; 46,6 +   2;Buchloe - Memmingen, W 14;Buchloe - Memmingen
5361;100020035;100520032;  0,2 +  35;  5,2 +  32;Tuerkheim (Bay) Bahnhof, W 524 - Bad Woerishofen;Tuerkheim - Bad Woerishofen
5362;100000000;115310050;  0,0 +   0;153,1 +  50;Buchloe - Lindau Main-St.;Buchloe - Lindau Main-St.
5363;99959965;102210016; -0,4 + -34; 22,1 +  16;Bobingen, W 3 - Kaufering, W 43;Bobingen - Kaufering
5364;99959961;100480025; -0,4 + -38;  4,8 +  25;Kaufering, W 38 - Landsberg (Lech);Kaufering - Landsberg
5365;99989932;102880070; -0,1 + -67; 28,8 +  70;Landsberg (Lech), W 2 - Schongau, W 31;Landsberg - Schongau
5370;99979982;105470084; -0,2 + -17; 54,7 +  84;Mering, W 12 - Weilheim (Oberbay), W 21;Mering - Weilheim
5380;100140012;102840070;  1,4 +  12; 28,4 +  70;Ingolstadt North - Altmannstein, G-Bahn;Ingolstadt North - Altmannstein
5381;100210081;109740033;  2,1 +  81; 97,4 +  33;Seehof Bbf, W 714 - Neuoffingen, W 47;Seehof - Neuoffingen
5382;99889963;106220014; -1,1 + -36; 62,2 +  14;Ingolstadt Main-St., W 205 - Augsburg-Hochzoll, W 1103;Ingolstadt - Augsburg-Hochzoll
5383;99979997;102330089; -0,2 +  -2; 23,3 +  89;Rohrbach (Ilm), W 8 - Mainburg, Gl 1;Rohrbach (Ilm) - Mainburg
5384;100030098;100940035;  0,3 +  98;  9,4 +  35;Rohrbach (Ilm) - former Geisenfeld;Rohrbach (Ilm) - Geisenfeld
5385;100000000;100250000;  0,0 +   0;  2,5 +   0;Switch Ingolstadt Sandrach, W 901 - ERIAG Werkbahnhof;Ingolstadt Sandrach - ERIAG
5386;99989957;100820012; -0,1 + -42;  8,2 +  12;Ingolstadt Nord, W 25 - Ingolstadt North Werkbf Terreno;Ingolstadt N - Werkbf Terreno
5387;100000000;100380020;  0,0 +   0;  3,8 +  20;Switch Ernsgaden, W 901 - Vohburg Werkbahnhof Bayernoil;Switch Ernsgaden - Vohburg
5388;100340088;100420000;  3,4 +  88;  4,2 +   0;Switch Ingolstadt Schmidtmuehle, W 90 - Ingolstadt Esso Werkbf;Ingolstadt Schmidtmuehle - Esso
5400;100090021;108450011;  0,9 +  21; 84,5 +  11;Kempten (Allgaeu) Main-St., W 7 - Neu-Ulm, W 601;Kempten - Neu-Ulm
5401;100050079;103760090;  0,5 +  79; 37,6 +  90;Kempten (Allgaeu) Main-St., W 15 - Isny;Kempten - Isny
5402;99969985;102070013; -0,3 + -14; 20,7 +  13;Immenstadt, W 24 - Oberstdorf, Gl 5;Immenstadt - Oberstdorf
5403;100090029;103430040;  0,9 +  29; 34,3 +  40;Kempten (Allgaeu) Main-St., W 8 - Pfronten-Steinach Borderline;Kempten - Pfronten-Steinach
5410;99979915;101020080; -0,2 + -84; 10,2 +  80;Kellmuenz - Babenhausen (Schwab);Kellmuenz - Babenhausen
5411;100000083;101690022;  0,0 +  83; 16,9 +  22;Memmingen - Legau (Allgaeu);Memmingen - Legau
5412;99959963;101070073; -0,4 + -36; 10,7 +  73;Ungerhausen, W 11 - Ottobeuren, Gl 1, G-Bahn;Ungerhausen - Ottobeuren
5420;99999934;100590039;  0,0 + -65;  5,9 +  39;Lindau Main-St. - Lindau-Reutin Borderline;Lindau Main-St. - Lindau-Reutin
5421;100000066;100230046;  0,0 +  66;  2,3 +  46;Switch Lindau-Aeschach, W 5 - Lindau-Reutin, Gl 3;Lindau-Aeschach - Reutin
5430;99949904;100680086; -0,5 + -95;  6,8 +  86;Roethenbach (Allgaeu), W 3 - Lindenberg (Allgaeu), G-Bahn;Roethenbach - Lindenberg
5431;100000095;100570032;  0,0 +  95;  5,7 +  32;Roethenbach (Allgaeu) - Weiler (Allgaeu);Roethenbach - Weiler
5440;99949985;100650014; -0,5 + -14;  6,5 +  14;Biessenhofen, W 103 - Marktoberdorf;Biessenhofen - Marktoberdorf
5441;99989993;103050076; -0,1 +  -6; 30,5 +  76;Marktoberdorf - Fuessen, Gl 3;Marktoberdorf - Fuessen
5442;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Marktoberdorf - Lechbruck;former Track 5442
5443;100050035;102950076;  0,5 +  35; 29,5 +  76;Kaufbeuren - Schongau;Kaufbeuren - Schongau
5444;99979999;101540095; -0,2 +   0; 15,4 +  95;Schongau, Gl 3 - Peißenberg;Schongau - Peißenberg
5450;99969938;100890039; -0,3 + -61;  8,9 +  39;Weilheim (Oberbay), W 10 - Peißenberg;Weilheim - Peißenberg
5451;100000000;102360074;  0,0 +   0; 23,6 +  74;Murnau - Oberammergau;Murnau - Oberammergau
5452;99969935;101480048; -0,3 + -64; 14,8 +  48;Garmisch-Partenkirchen, W 1 - Griesen (Oberbayern) (DB-Borderline);Garmisch-Partenk. - Griesen
5453;99979919;103550092; -0,2 + -80; 35,5 +  92;Tutzing, W 6 - Kochel;Tutzing - Kochel
5454;102070033;102270056; 20,7 +  33; 22,7 +  56;Penzberg - former Penzberg Gbf;Penzberg - Penzberg Gbf
5455;99979967;100130004; -0,2 + -32;  1,3 +   4;former Penzberg Gbf - Penzberg Pbf, W 3;Penzberg Gbf - Penzberg Pbf
5500;100000017;113830069;  0,0 +  17;138,3 +  69;Muenchen Main-St. - Regensburg Main-St., W 106;Muenchen - Regensburg
5501;100000018;113670065;  0,0 +  18;136,7 +  65;Muenchen Main-St. - Treuchtlingen;Muenchen - Treuchtlingen
5502;100000055;102980033;  0,0 +  55; 29,8 +  33;Dachau Bahnhof, Gl 2 - Altomuenster;Dachau - Altomuenster
5503;100000017;106180085;  0,0 +  17; 61,8 +  85;Muenchen Main-St. - Augsburg Main-St.;Muenchen - Augsburg
5504;100010059;112350027;  0,1 +  59;123,5 +  27;Muenchen Main-St. - Mittenwald (DB-Borderline);Muenchen - Mittenwald
5505;100010057;106670098;  0,1 +  57; 66,7 +  98;Muenchen Main-St. - Lenggries;Muenchen - Lenggries
5506;100040050;100190030;  0,4 +  50;  1,9 +  30;Muenchen-Solln, W 113 - Großhesselohe Isartalbahnhof;Mue-Solln - Großhess. Isartalbf
5507;99959900;102780005; -0,4 + -99; 27,8 +   5;Muenchen South - Wolfratshausen;Muenchen South - Wolfratshausen
5508;100000000;100110012;  0,0 +   0;  1,1 +  12;Muenchen-Neuaubing, W 103 - Muenchen-Neuaubing AW;Muenchen-Neuaubing - AW
5510;100000008;106480074;  0,0 +   8; 64,8 +  74;Muenchen Main-St. - Rosenheim;Muenchen - Rosenheim
5511;100000000;100160080;  0,0 +   0;  1,6 +  80;Muenchen Sued, W 15 - Muenchen, staedt. Lebensmittelbf,G-Bahn;M South - Lebensmittelbahnhof
5512;99929945;100070095; -0,7 + -54;  0,7 +  95;Muenchen-Mittersendling, W 9 - Industriestammgleis 1;Mue-Mittersendling, W 9 - Gl 1
5513;100000000;100240045;  0,0 +   0;  2,4 +  45;Muenchen-Mittersendling, Ind.-Stammgl. 1 - Industriestammgleis 2;Mue-Mittersendling, Gl 1 - Gl 2
5514;100000000;100070065;  0,0 +   0;  0,7 +  65;Muenchen-Mittersendling, Ind.-Stammgl. 2, W 201 - Industriestammgleis 3;Mue-Mittersendl., W 201 - Gl 3
5515;99999994;100020030;  0,0 +  -5;  0,2 +  30;Muenchen-Mittersendling, Ind.-Stammgl. 1, W 908 - Prellbock;M-Mittersendl., W908 - Prellb.
5519;100780071;100900039;  7,8 +  71;  9,0 +  39;Muenchen-Pasing, W 336 - Muenchen-Pasing, W 366;Muenchen-Pasing, W 336 - W 366
5520;100800020;106790094;  8,0 +  20; 67,9 +  94;Muenchen-Pasing, W 330 - Buchloe;Muenchen-Pasing - Buchloe
5521;99989951;100450033; -0,1 + -48;  4,5 +  33;Muenchen-Pasing, W 302 - Muenchen Friedenheimer Bruecke, W 705;Mue-Pasing - Friedenh. Bruecke
5522;99999997;100350060;  0,0 +  -2;  3,5 +  60;Muenchen-Laim Rbf - Muenchen-Pasing, W 335;Muenchen-Laim Rbf - Mue-Pasing
5523;100530096;100850033;  5,3 +  96;  8,5 +  33;Muenchen-Allach, W 13 - Muenchen North Rbf Forstweg, W 110;Mue-Allach - Mue North Forstweg
5524;99999994;100610021;  0,0 +  -5;  6,1 +  21;Switch Muenchen Kanal, W 101 - Muenchen-Pasing Bbf;Muenchen Kanal - M-Pasing Bbf
5525;99959932;100720012; -0,4 + -67;  7,2 +  12;Muenchen-Laim Rbf, W 754 - Muenchen North Rbf Lasallestraße, W 706;Mue-Laim - Mue North Lasallestr.
5526;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Switch Mue-Pasing N - Mue-Pasing;former Track 5526
5527;100140046;100260010;  1,4 +  46;  2,6 +  10;Muenchen-Pasing Ost, W 242 - Muenchen-Pasing, W 237;Muenchen-Pasing East - Mue-Pasing
5528;100320072;100480018;  3,2 +  72;  4,8 +  18;Muenchen-Pasing, W 352 - Muenchen-Pasing Bbf, W 311;Muenchen-Pasing, W 352 - Bbf
5529;100320001;100350075;  3,2 +   1;  3,5 +  75;Muenchen-Pasing, W 347 - Mue-Pasing Bbf, W 13;Muenchen-Pasing - Mue-Pasing Bbf
5530;100000000;100630059;  0,0 +   0;  6,3 +  59;Muenchen-Laim Rbf - Muenchen-Mittersendling, W 28;Mue-Laim Rbf - Mittersendling
5531;99959974;100510098; -0,4 + -25;  5,1 +  98;Muenchen-Laim Rbf, W 764 - Muenchen Sued, W 103;Muenchen-Laim - Muenchen Sued
5532;100020056;100360085;  0,2 +  56;  3,6 +  85;Muenchen-Laim ICE WuA, Gl 803 - Muenchen Main-St., W 229;Muenchen-Laim - Muenchen Main-St.
5533;100000000;100360084;  0,0 +   0;  3,6 +  84;Muenchen-Laim Rbf - Ga Muenchen Main-St., G-Bahn;Muenchen Laim - Ga
5534;100070007;100280032;  0,7 +   7;  2,8 +  32;Muenchen Main-St., W 310 - Muenchen Postladebahnhof;Muenchen Main-St. - Postladebahnhof
5535;100000000;100010088;  0,0 +   0;  0,1 +  88;Muenchen-Laim Rbf, W 774 - Muenchen-Laim Pbf, W 77;Muenchen-Laim Rbf - M-Laim Pbf
5540;100000000;101920092;  0,0 +   0; 19,2 +  92;Muenchen Main-St. tief - Gauting, W 22;Muenchen - Gauting
5541;100150036;103110055;  1,5 +  36; 31,1 +  55;Muenchen-Westkreuz, W 378 - Herrsching;Muenchen-Westkreuz - Herrsching
5542;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Muenchen-Pasing - Mue Leienfelsstraße;former Track 5542
5543;100690022;103110076;  6,9 +  22; 31,1 +  76;Muenchen-Pasing, W 221 - Mammendorf, W 21;Muenchen-Pasing - Mammendorf
5544;100380058;103700004;  3,8 +  58; 37,0 +   4;Muenchen-Laim Pbf, W 75 - Petershausen (Oberbay), Gl 25;Muenchen-Laim - Petershausen
5545;100500065;100660092;  5,0 +  65;  6,6 +  92;Switch Muenchen-Nymphenburg, W 81 - Switch Muenchen-Neulustheim, W 94;M-Nymphenburg - M-Neulustheim
5546;100050026;100210054;  0,5 +  26;  2,1 +  54;Muenchen-Laim Rbf, W 780 - Switch Muenchen-Obermenzing, W 1;Mue-Laim - Switch Obermenzing
5547;100000000;100950089;  0,0 +   0;  9,5 +  89;Muenchen-Laim Pbf, W 736 - Muenchen Leuchtenbergring, W 23;Mue-Laim - Mue Leuchtenbergring
5550;100000000;100400013;  0,0 +   0;  4,0 +  13;Muenchen Main-St. tief - Muenchen East Pbf;Muenchen Main-St. - Muenchen Ost
5551;99969955;101350035; -0,3 + -44; 13,5 +  35;Muenchen East Pbf, W 41 - Deisenhofen, W 25;Muenchen East - Deisenhofen
5552;100100021;102810053;  1,0 +  21; 28,1 +  53;Muenchen East Frankenwaldstraße, W 470 - Kreuzstraße, Gl 1;Mue Frankenwaldstr. - Kreuzstr.
5553;100000000;100440095;  0,0 +   0;  4,4 +  95;Muenchen East Pbf - Muenchen-Riem, W 707;Muenchen East Pbf - Muenchen-Riem
5554;100110067;100560084;  1,1 +  67;  5,6 +  84;Muenchen Leuchtenbergring, W 67 - Muenchen-Daglfing, W 101;Mue Leuchtenbergring - Daglfing
5555;99999992;102530086;  0,0 +  -7; 25,3 +  86;Switch Muenchen-Berg am Laim, W 72 - Grafing Bahnhof, W 49;M-Berg am Laim - Grafing Bf
5556;100800035;103360053;  8,0 +  35; 33,6 +  53;Muenchen-Johanneskirchen, W 216 - Muenchen Flughafen Terminal;Mue-Johannesk. - Mue Flugh. Term
5557;103000008;103770010; 30,0 +   8; 37,7 +  10;Neufahrn (b Freising), W 22 - Muenchen Flughafen West, W 525;Neufahrn - Mue Flughafen West
5558;100000000;100100005;  0,0 +   0;  1,0 +   5;Muenchen Flughafen West, W 410 - Muenchen Flughafen Tanklager;Mue Flugh. West - Flugh. Tankl.
5559;100000000;100220061;  0,0 +   0;  2,2 +  61;Switch Neufahrn (b Freising) Ost, W 72 - Switch Neufahrn (b Fr) Nord, W 52;Neufahrn East - Neufahrn Nord
5560;100090050;103580096;  0,9 +  50; 35,8 +  96;former Switch Fuerstenfeldb. Block Steinwerk - Switch Mue-Waldtrudering, W 72;FFB Steinw. - Mue-Waldtrudering
5561;100000000;100360016;  0,0 +   0;  3,6 +  16;Olching - Olching, Streckenwechsel 5561/5560;Olching - Olching, Strw
5562;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Muenchen Allach, W 10 - Mue-Ludwigsfeld, W 81;former Track 5562
5563;100070012;100270098;  0,7 +  12;  2,7 +  98;Muenchen North Rbf Forstweg, W 113 - Muenchen-Karlsfeld, W 110;Mue North Forstweg - Karlsfeld
5564;100250027;100480045;  2,5 +  27;  4,8 +  45;Muenchen North Rbf, W 757 - Muenchen Olympiastadion;Mue North Rbf - Olympiastadion
5565;100130093;100260015;  1,3 +  93;  2,6 +  15;former Switch Muenchen-Milbertshofen Oberwiesenfeld - Mue Olympiastadion;Mue-Milbertsh. - Olympiastadion
5566;99949940;100290097; -0,5 + -59;  2,9 +  97;Muenchen-Feldmoching, W 34 - Muenchen North Rbf Lasallestraße, W 761;Mue-Feldmoching - Mue North Rbf
5567;100000000;100410080;  0,0 +   0;  4,1 +  80;Muenchen-Milbertshofen, Gl 6 - Aw Mue-Freimann, G-Bahn;M Milbertshofen - Freimann
5568;100000000;100280000;  0,0 +   0;  2,8 +   0;Muenchen-Freimann, Gl 3 - Mue-Schwabing, G-Bahn;Muenchen Freimann - Schwabing
5569;100080056;100180002;  0,8 +  56;  1,8 +   2;Muenchen North Rbf Ost, W 707 - Mue North Rbf, Ri-Gr. Sued, W 705, G-Bahn;Mue North Rbf, W 707 - W 705
5570;100220078;100390062;  2,2 +  78;  3,9 +  62;Muenchen North Rbf - Muenchen-Milbertshofen;Mue North Rbf - Mue-Milbertshofen
5580;100770000;100860024;  7,7 +   0;  8,6 +  24;Muenchen-Pasing, W 305 - Muenchen-Pasing, W 363;Muenchen-Pasing, W 305 - W 363
5581;101890063;106180091; 18,9 +  63; 61,8 +  91;Olching - Augsburg Main-St.;Olching - Augsburg
5600;99969916;111500087; -0,3 + -83;115,0 +  87;Muenchen East Pbf, W 131 - Simbach (Inn) Borderline;Muenchen East - Simbach (Inn)
5601;99959907;102700046; -0,4 + -92; 27,0 +  46;Markt Schwaben, W 6 --Erding-- - Muenchen Flughafen Terminal;Markt Schwaben - Mue Flugh Term
5602;100000000;100650000;  0,0 +   0;  6,5 +   0;Muenchen-Johanneskirchen - Feldkirchen (b Muenchen);Mue-Johannesk. - Feldkirchen
5603;100010067;100380088;  0,1 +  67;  3,8 +  88;Muenchen East Pbf, W 20 - Muenchen-Steinhausen;Muenchen East - M-Steinhausen
5604;100240028;100350012;  2,4 +  28;  3,5 +  12;Muenchen East Pbf, W 92 - Muenchen-Steinhausen;Mue East Pbf, W 92 - Steinhausen
5605;100180025;100230020;  1,8 +  25;  2,3 +  20;former Track - Muenchen East Rbf - Mue East Pbf;former Track 5605
5606;100000000;100010000;  0,0 +   0;  0,1 +   0;reserved Track - Walpertskirchner Spange (Planning Title);reserved Track 5606
